"C.A.T"	"C.A"	"Season"	"Condition"	"A.expo"	"Sample"	"mmet"	"microlitres.standar"	"miligrams"	"microlitres"	"inyection.microlitres"	"microlitres.standar.1"	"Area.standar.porc"	"We.needle.grams"	"microlitres.metabolites"	"metabolite"	"measurement"	"standar.add"	"target.mg"	"X3"	"miligrams.in.grneedle"	"miligrams.in.hundredgr"
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD2-15"	24	15.69	1	1000	2	50	15.69	0.91	450	"alfa.Cubenene"	2.17	3.138e-05	4.34e-06	0.0009765	0.107307692307692	107.307692307692
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD3-15"	44	27.02	1	1000	2	50	27.02	0.881	450	"alfa.Cubenene"	0.67	5.404e-05	1.34e-06	0.0003015	0.03422247446084	34.22247446084
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD4-15"	26	41.29	1	1000	2	50	41.29	0.901	450	"alfa.Cubenene"	0	8.258e-05	0	0	0	0
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD5-15"	27	32.75	1	1000	2	50	32.75	0.865	450	"alfa.Cubenene"	1.01	6.55e-05	2.02e-06	0.0004545	0.0525433526011561	52.5433526011561
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD1-16"	29	19.73	1	1000	2	50	19.73	0.896	450	"alfa.Cubenene"	0.47	3.946e-05	9.4e-07	0.0002115	0.0236049107142857	23.6049107142857
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD2-16"	30	22.09	1	1000	2	50	22.09	0.897	450	"alfa.Cubenene"	2.52	4.418e-05	5.04e-06	0.001134	0.126421404682274	126.421404682274
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD3-16"	31	28.3	1	1000	2	50	28.3	0.897	450	"alfa.Cubenene"	0	5.66e-05	0	0	0	0
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD4-16"	32	27.42	1	1000	2	50	27.42	0.912	450	"alfa.Cubenene"	0	5.484e-05	0	0	0	0
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD5-16"	38	31.64	1	1000	2	50	31.64	0.892	450	"alfa.Cubenene"	0.85	6.328e-05	1.7e-06	0.0003825	0.0428811659192825	42.8811659192825
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH1-15"	3	82.34	10	1000	2	10	82.34	1.03	490	"delta.Cadinene"	1.09	0.0016468	2.18e-05	0.005341	0.518543689320388	518.543689320388
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH2-15"	5	25.06	10	1000	2	10	25.06	1.058	490	"delta.Cadinene"	0	0.0005012	0	0	0	0
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH3-15"	6	44.33	10	1000	2	10	44.33	1.08	490	"delta.Cadinene"	3.87	0.0008866	7.74e-05	0.018963	1.75583333333333	1755.83333333333
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH4-15"	7	26.03	10	1000	2	10	26.03	1.082	490	"delta.Cadinene"	8.94	0.0005206	0.0001788	0.043806	4.04861367837338	4048.61367837338
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH5-15"	8	28.85	10	1000	2	10	28.85	1.053	490	"delta.Cadinene"	5.27	0.000577	0.0001054	0.025823	2.45232668566002	2452.32668566002
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH1-16"	9	53.88	10	1000	2	10	53.88	1.075	490	"delta.Cadinene"	2.45	0.0010776	4.9e-05	0.012005	1.11674418604651	1116.74418604651
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH2-16"	10	47.46	10	1000	2	10	47.46	1.012	490	"delta.Cadinene"	2.82	0.0009492	5.64e-05	0.013818	1.36541501976285	1365.41501976285
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH3-16"	11	76.12	10	1000	2	10	76.12	1.068	490	"delta.Cadinene"	0.71	0.0015224	1.42e-05	0.003479	0.325749063670412	325.749063670412
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH4-16"	12	68.18	10	1000	2	10	68.18	0.794	490	"delta.Cadinene"	2.11	0.0013636	4.22e-05	0.010339	1.30214105793451	1302.14105793451
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH5-16"	13	56.81	10	1000	2	10	56.81	1.017	490	"delta.Cadinene"	2.38	0.0011362	4.76e-05	0.011662	1.14670599803343	1146.70599803343
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD1-15"	14	70.26	10	1000	2	10	70.26	1.069	490	"delta.Cadinene"	1.9	0.0014052	3.8e-05	0.00931	0.870907390084191	870.907390084191
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD2-15"	15	124.58	10	1000	2	10	124.58	1.085	490	"delta.Cadinene"	1.48	0.0024916	2.96e-05	0.007252	0.668387096774194	668.387096774194
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD3-15"	16	67.68	10	1000	2	10	67.68	1.07	490	"delta.Cadinene"	2.13	0.0013536	4.26e-05	0.010437	0.975420560747664	975.420560747664
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD4-15"	17	77.92	10	1000	2	10	77.92	1.026	490	"delta.Cadinene"	0.31	0.0015584	6.2e-06	0.001519	0.148050682261209	148.050682261209
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD5-15"	46	25.66	1	1000	2	50	25.66	0.88	450	"delta.Cadinene"	3.42	5.132e-05	6.84e-06	0.001539	0.174886363636364	174.886363636364
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD1-16"	18	20.99	1	1000	2	50	20.99	1.017	450	"delta.Cadinene"	6.56	4.198e-05	1.312e-05	0.002952	0.290265486725664	290.265486725664
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD2-16"	19	28.36	1	1000	2	50	28.36	1.02	450	"delta.Cadinene"	5.96	5.672e-05	1.192e-05	0.002682	0.262941176470588	262.941176470588
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD3-16"	20	23.68	1	1000	2	50	23.68	1.081	450	"delta.Cadinene"	6.26	4.736e-05	1.252e-05	0.002817	0.26059204440333	260.59204440333
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD4-16"	21	30.78	1	1000	2	50	30.78	1.061	450	"delta.Cadinene"	0.69	6.156e-05	1.38e-06	0.0003105	0.0292648444863336	29.2648444863336
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD5-16"	22	27.42	1	1000	2	50	27.42	1.058	450	"delta.Cadinene"	4.28	5.484e-05	8.56e-06	0.001926	0.182041587901701	182.041587901701
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH1-15"	33	28.38	1	1000	2	50	28.38	0.865	450	"delta.Cadinene"	14.48	5.676e-05	2.896e-05	0.006516	0.753294797687861	753.294797687861
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH2-15"	34	54.42	1	1000	2	50	54.42	0.904	450	"delta.Cadinene"	1.52	0.00010884	3.04e-06	0.000684	0.0756637168141593	75.6637168141593
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH3-15"	35	25.79	1	1000	2	50	25.79	0.865	450	"delta.Cadinene"	2.4	5.158e-05	4.8e-06	0.00108	0.12485549132948	124.85549132948
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH4-15"	36	34.31	1	1000	2	50	34.31	0.861	450	"delta.Cadinene"	12.84	6.862e-05	2.568e-05	0.005778	0.671080139372822	671.080139372822
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH5-15"	45	21.13	1	1000	2	50	21.13	0.862	450	"delta.Cadinene"	2.69	4.226e-05	5.38e-06	0.0012105	0.140429234338747	140.429234338747
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH1-16"	39	22.96	1	1000	2	50	22.96	0.85	450	"delta.Cadinene"	2.84	4.592e-05	5.68e-06	0.001278	0.150352941176471	150.352941176471
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH2-16"	40	33.69	1	1000	2	50	33.69	0.873	450	"delta.Cadinene"	1.27	6.738e-05	2.54e-06	0.0005715	0.0654639175257732	65.4639175257732
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH3-16"	41	24.46	1	1000	2	50	24.46	0.875	450	"delta.Cadinene"	2.93	4.892e-05	5.86e-06	0.0013185	0.150685714285714	150.685714285714
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH4-16"	42	28.35	1	1000	2	50	28.35	0.917	450	"delta.Cadinene"	5.41	5.67e-05	1.082e-05	0.0024345	0.265485278080698	265.485278080698
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH5-16"	43	12.33	1	1000	2	50	12.33	0.862	450	"delta.Cadinene"	2.91	2.466e-05	5.82e-06	0.0013095	0.151914153132251	151.914153132251
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD1-15"	23	9.81	1	1000	2	50	9.81	0.897	450	"delta.Cadinene"	8.5	1.962e-05	1.7e-05	0.003825	0.426421404682274	426.421404682274
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD2-15"	24	15.69	1	1000	2	50	15.69	0.91	450	"delta.Cadinene"	5.08	3.138e-05	1.016e-05	0.002286	0.251208791208791	251.208791208791
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD3-15"	44	27.02	1	1000	2	50	27.02	0.881	450	"delta.Cadinene"	29.33	5.404e-05	5.866e-05	0.0131985	1.49812712826334	1498.12712826334
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD4-15"	26	41.29	1	1000	2	50	41.29	0.901	450	"delta.Cadinene"	1.27	8.258e-05	2.54e-06	0.0005715	0.0634295227524972	63.4295227524972
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD5-15"	27	32.75	1	1000	2	50	32.75	0.865	450	"delta.Cadinene"	3.88	6.55e-05	7.76e-06	0.001746	0.201849710982659	201.849710982659
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD1-16"	29	19.73	1	1000	2	50	19.73	0.896	450	"delta.Cadinene"	5.24	3.946e-05	1.048e-05	0.002358	0.263169642857143	263.169642857143
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD2-16"	30	22.09	1	1000	2	50	22.09	0.897	450	"delta.Cadinene"	3.44	4.418e-05	6.88e-06	0.001548	0.17257525083612	172.57525083612
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD3-16"	31	28.3	1	1000	2	50	28.3	0.897	450	"delta.Cadinene"	13.36	5.66e-05	2.672e-05	0.006012	0.670234113712375	670.234113712375
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD4-16"	32	27.42	1	1000	2	50	27.42	0.912	450	"delta.Cadinene"	0.57	5.484e-05	1.14e-06	0.0002565	0.028125	28.125
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD5-16"	38	31.64	1	1000	2	50	31.64	0.892	450	"delta.Cadinene"	3.4	6.328e-05	6.8e-06	0.00153	0.17152466367713	171.52466367713
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH1-15"	3	82.34	10	1000	2	10	82.34	1.03	490	"alfa.Muurolene"	0.35	0.0016468	7e-06	0.001715	0.166504854368932	166.504854368932
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH2-15"	5	25.06	10	1000	2	10	25.06	1.058	490	"alfa.Muurolene"	1.71	0.0005012	3.42e-05	0.008379	0.791965973534972	791.965973534972
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH3-15"	6	44.33	10	1000	2	10	44.33	1.08	490	"alfa.Muurolene"	0	0.0008866	0	0	0	0
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH4-15"	7	26.03	10	1000	2	10	26.03	1.082	490	"alfa.Muurolene"	1.22	0.0005206	2.44e-05	0.005978	0.552495378927911	552.495378927911
"tolerant-2015-MC"	"tolerant-2015"	"MC"	"tolerant"	2015	"MCH5-15"	8	28.85	10	1000	2	10	28.85	1.053	490	"alfa.Muurolene"	2.02	0.000577	4.04e-05	0.009898	0.939981006647673	939.981006647673
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH1-16"	9	53.88	10	1000	2	10	53.88	1.075	490	"alfa.Muurolene"	0	0.0010776	0	0	0	0
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH2-16"	10	47.46	10	1000	2	10	47.46	1.012	490	"alfa.Muurolene"	1.35	0.0009492	2.7e-05	0.006615	0.653656126482213	653.656126482213
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH3-16"	11	76.12	10	1000	2	10	76.12	1.068	490	"alfa.Muurolene"	0	0.0015224	0	0	0	0
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH4-16"	12	68.18	10	1000	2	10	68.18	0.794	490	"alfa.Muurolene"	0.36	0.0013636	7.2e-06	0.001764	0.222166246851385	222.166246851385
"tolerant-2016-MC"	"tolerant-2016"	"MC"	"tolerant"	2016	"MCH5-16"	13	56.81	10	1000	2	10	56.81	1.017	490	"alfa.Muurolene"	0.95	0.0011362	1.9e-05	0.004655	0.45771878072763	457.71878072763
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD1-15"	14	70.26	10	1000	2	10	70.26	1.069	490	"alfa.Muurolene"	0	0.0014052	0	0	0	0
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD2-15"	15	124.58	10	1000	2	10	124.58	1.085	490	"alfa.Muurolene"	0.56	0.0024916	1.12e-05	0.002744	0.252903225806452	252.903225806452
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD3-15"	16	67.68	10	1000	2	10	67.68	1.07	490	"alfa.Muurolene"	0.52	0.0013536	1.04e-05	0.002548	0.238130841121495	238.130841121495
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD4-15"	17	77.92	10	1000	2	10	77.92	1.026	490	"alfa.Muurolene"	0	0.0015584	0	0	0	0
"damaged-2015-MC"	"damaged-2015"	"MC"	"damaged"	2015	"MCD5-15"	46	25.66	1	1000	2	50	25.66	0.88	450	"alfa.Muurolene"	2.03	5.132e-05	4.06e-06	0.0009135	0.103806818181818	103.806818181818
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD1-16"	18	20.99	1	1000	2	50	20.99	1.017	450	"alfa.Muurolene"	1.1	4.198e-05	2.2e-06	0.000495	0.0486725663716814	48.6725663716814
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD2-16"	19	28.36	1	1000	2	50	28.36	1.02	450	"alfa.Muurolene"	1.38	5.672e-05	2.76e-06	0.000621	0.0608823529411765	60.8823529411765
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD3-16"	20	23.68	1	1000	2	50	23.68	1.081	450	"alfa.Muurolene"	1.26	4.736e-05	2.52e-06	0.000567	0.0524514338575393	52.4514338575393
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD4-16"	21	30.78	1	1000	2	50	30.78	1.061	450	"alfa.Muurolene"	0	6.156e-05	0	0	0	0
"damaged-2016-MC"	"damaged-2016"	"MC"	"damaged"	2016	"MCD5-16"	22	27.42	1	1000	2	50	27.42	1.058	450	"alfa.Muurolene"	1.9	5.484e-05	3.8e-06	0.000855	0.080812854442344	80.812854442344
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH1-15"	33	28.38	1	1000	2	50	28.38	0.865	450	"alfa.Muurolene"	1.33	5.676e-05	2.66e-06	0.0005985	0.0691907514450867	69.1907514450867
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH2-15"	34	54.42	1	1000	2	50	54.42	0.904	450	"alfa.Muurolene"	0	0.00010884	0	0	0	0
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH3-15"	35	25.79	1	1000	2	50	25.79	0.865	450	"alfa.Muurolene"	1.66	5.158e-05	3.32e-06	0.000747	0.0863583815028902	86.3583815028902
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH4-15"	36	34.31	1	1000	2	50	34.31	0.861	450	"alfa.Muurolene"	0	6.862e-05	0	0	0	0
"tolerant-2015-Conti"	"tolerant-2015"	"Conti"	"tolerant"	2015	"ContiH5-15"	45	21.13	1	1000	2	50	21.13	0.862	450	"alfa.Muurolene"	2.21	4.226e-05	4.42e-06	0.0009945	0.115371229698376	115.371229698376
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH1-16"	39	22.96	1	1000	2	50	22.96	0.85	450	"alfa.Muurolene"	1.19	4.592e-05	2.38e-06	0.0005355	0.063	63
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH2-16"	40	33.69	1	1000	2	50	33.69	0.873	450	"alfa.Muurolene"	0	6.738e-05	0	0	0	0
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH3-16"	41	24.46	1	1000	2	50	24.46	0.875	450	"alfa.Muurolene"	1.69	4.892e-05	3.38e-06	0.0007605	0.0869142857142857	86.9142857142857
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH4-16"	42	28.35	1	1000	2	50	28.35	0.917	450	"alfa.Muurolene"	1.02	5.67e-05	2.04e-06	0.000459	0.0500545256270447	50.0545256270447
"tolerant-2016-Conti"	"tolerant-2016"	"Conti"	"tolerant"	2016	"ContiH5-16"	43	12.33	1	1000	2	50	12.33	0.862	450	"alfa.Muurolene"	1.95	2.466e-05	3.9e-06	0.0008775	0.101798143851508	101.798143851508
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD1-15"	23	9.81	1	1000	2	50	9.81	0.897	450	"alfa.Muurolene"	2.51	1.962e-05	5.02e-06	0.0011295	0.125919732441472	125.919732441472
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD2-15"	24	15.69	1	1000	2	50	15.69	0.91	450	"alfa.Muurolene"	2.32	3.138e-05	4.64e-06	0.001044	0.114725274725275	114.725274725275
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD3-15"	44	27.02	1	1000	2	50	27.02	0.881	450	"alfa.Muurolene"	0	5.404e-05	0	0	0	0
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD4-15"	26	41.29	1	1000	2	50	41.29	0.901	450	"alfa.Muurolene"	0	8.258e-05	0	0	0	0
"damaged-2015-Conti"	"damaged-2015"	"Conti"	"damaged"	2015	"ContiD5-15"	27	32.75	1	1000	2	50	32.75	0.865	450	"alfa.Muurolene"	1.51	6.55e-05	3.02e-06	0.0006795	0.0785549132947977	78.5549132947977
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD1-16"	29	19.73	1	1000	2	50	19.73	0.896	450	"alfa.Muurolene"	0	3.946e-05	0	0	0	0
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD2-16"	30	22.09	1	1000	2	50	22.09	0.897	450	"alfa.Muurolene"	1.61	4.418e-05	3.22e-06	0.0007245	0.0807692307692307	80.7692307692307
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD3-16"	31	28.3	1	1000	2	50	28.3	0.897	450	"alfa.Muurolene"	1.01	5.66e-05	2.02e-06	0.0004545	0.0506688963210702	50.6688963210702
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD4-16"	32	27.42	1	1000	2	50	27.42	0.912	450	"alfa.Muurolene"	0	5.484e-05	0	0	0	0
"damaged-2016-Conti"	"damaged-2016"	"Conti"	"damaged"	2016	"ContiD5-16"	38	31.64	1	1000	2	50	31.64	0.892	450	"alfa.Muurolene"	0	6.328e-05	0	0	0	0
