"Id"	"Pk"	"RT"	"Area"	"Ref"	"CAS"	"Qual"
"LibSrch_14"	44	14.797	0.22	62286	"017699-14-8"	81
"LibSrch_14"	45	15.182	0.39	62246	"003856-25-5"	72
"LibSrch_14"	46	15.463	0.18	62563	"013744-15-5"	93
"LibSrch_14"	47	15.663	0.15	62423	"023986-74-5"	91
"LibSrch_14"	48	15.711	0.31	62379	"150320-52-8"	86
"LibSrch_14"	49	15.959	0.52	62261	"000087-44-5"	96
"LibSrch_14"	1	4.778	0.14	31712	"016714-60-6"	46
"LibSrch_14"	2	5.187	0.21	146655	"1000294-64-4"	46
"LibSrch_14"	3	5.283	0.66	62441	"000483-76-1"	38
"LibSrch_14"	4	5.347	0.42	31239	"005715-02-6"	30
"LibSrch_14"	5	5.556	0.32	62396	"1000160-93-2"	27
"LibSrch_14"	6	5.756	0.71	62311	"006753-98-6"	96
"LibSrch_14"	7	5.804	0.97	15615	"003338-55-4"	93
"LibSrch_14"	8	6.293	0.54	62361	"1000062-61-9"	90
"LibSrch_14"	9	6.758	0.49	62528	"030021-74-0"	98
"LibSrch_14"	10	6.846	0.45	62415	"000483-75-0"	96
"LibSrch_14"	11	7.519	69.81	62525	"030021-74-0"	95
"LibSrch_14"	12	7.976	1.08	63986	"005875-45-6"	81
"LibSrch_14"	13	8.096	0.15	63797	"005406-57-5"	70
"LibSrch_14"	14	8.441	0.3	63990	"001138-52-9"	70
"LibSrch_14"	15	8.69	0.28	62528	"030021-74-0"	95
"LibSrch_14"	16	8.754	0.44	62490	"017627-24-6"	94
"LibSrch_14"	17	9.05	3.92	62530	"030021-74-0"	93
"LibSrch_14"	18	9.235	0.23	62509	"004630-07-3"	93
"LibSrch_14"	19	9.299	0.72	62514	"010219-75-7"	93
"LibSrch_14"	20	9.363	0.41	62532	"020071-49-2"	91
"LibSrch_14"	21	9.467	1.11	62439	"000483-76-1"	94
"LibSrch_14"	22	9.507	1.13	62441	"000483-76-1"	94
"LibSrch_14"	23	9.587	0.21	62438	"000483-76-1"	90
"LibSrch_14"	24	9.635	1.9	62525	"030021-74-0"	70
"LibSrch_14"	25	9.675	2.85	62379	"150320-52-8"	70
"LibSrch_14"	26	9.772	0.38	62445	"005951-67-7"	70
"LibSrch_14"	27	9.98	0.22	62249	"1000156-10-8"	76
"LibSrch_14"	28	10.084	1.31	62258	"041702-63-0"	70
"LibSrch_14"	29	10.172	1.03	62414	"000483-75-0"	70
"LibSrch_14"	30	10.341	0.21	157261	"1000309-34-5"	38
"LibSrch_14"	31	10.397	0.19	79887	"055045-14-2"	35
"LibSrch_14"	32	10.493	1.02	90417	"000629-78-7"	35
"LibSrch_14"	33	10.573	1.09	76518	"072120-50-4"	60
"LibSrch_14"	34	10.725	0.97	24867	"000432-24-6"	38
"LibSrch_14"	35	11.15	0.15	64722	"1000303-70-3"	30
"LibSrch_14"	36	11.543	0.36	74751	"001139-30-6"	91
"LibSrch_14"	37	11.856	0.29	74752	"001139-30-6"	91
"LibSrch_14"	38	12.088	0.14	74749	"001139-30-6"	72
"LibSrch_14"	39	12.433	0.16	79829	"018633-25-5"	35
"LibSrch_14"	40	13.274	0.3	17420	"1000131-99-4"	25
"LibSrch_14"	41	13.571	0.22	27127	"077611-52-0"	22
"LibSrch_14"	42	13.723	0.43	62408	"016728-99-7"	78
"LibSrch_14"	43	14.356	0.29	62379	"150320-52-8"	49
"LibSrch_14"	44	14.797	0.22	76585	"019435-97-3"	43
"LibSrch_14"	45	15.182	0.39	76470	"005937-11-1"	93
"LibSrch_14"	46	15.463	0.18	62517	"039029-41-9"	86
"LibSrch_14"	47	15.663	0.15	62528	"030021-74-0"	83
"LibSrch_14"	48	15.711	0.31	76471	"019912-62-0"	70
"LibSrch_14"	49	15.959	0.52	76472	"000481-34-5"	60
"LibSrch_14"	1	4.778	0.14	62525	"030021-74-0"	55
"LibSrch_14"	2	5.187	0.21	62452	"000515-17-3"	90
"LibSrch_14"	3	5.283	0.66	62304	"1000159-39-0"	83
"LibSrch_14"	4	5.347	0.42	62292	"056684-96-9"	78
"LibSrch_14"	5	5.556	0.32	88583	"096093-81-1"	59
"LibSrch_14"	6	5.756	0.71	127594	"106929-49-1"	38
"LibSrch_14"	7	5.804	0.97	25903	"1000127-69-8"	38
"LibSrch_14"	8	6.293	0.54	16659	"001636-39-1"	49
"LibSrch_14"	9	6.758	0.49	16796	"024399-15-3"	45
"LibSrch_14"	10	6.846	0.45	24815	"007764-50-3"	43
"LibSrch_14"	11	7.519	69.81	111906	"1000130-81-4"	30
"LibSrch_14"	12	7.976	1.08	57827	"1000193-59-8"	22
"LibSrch_14"	13	8.096	0.15	56488	"1000131-85-9"	14
"LibSrch_14"	14	8.441	0.3	79877	"000544-76-3"	50
"LibSrch_14"	15	8.69	0.28	91967	"1000115-66-1"	50
"LibSrch_14"	16	8.754	0.44	133836	"000629-94-7"	47
"LibSrch_14"	17	9.05	3.92	217617	"007098-20-6"	64
"LibSrch_14"	18	9.235	0.23	218304	"007098-22-8"	64
"LibSrch_14"	19	9.299	0.72	180777	"055282-12-7"	53
"LibSrch_14"	20	9.363	0.41	115470	"001686-67-5"	89
"LibSrch_14"	21	9.467	1.11	115466	"000511-02-4"	81
"LibSrch_14"	22	9.507	1.13	115469	"001686-67-5"	64
"LibSrch_14"	23	9.587	0.21	129375	"000596-85-0"	47
"LibSrch_14"	24	9.635	1.9	115398	"013583-72-7"	38
"LibSrch_14"	25	9.675	2.85	34475	"066660-42-2"	27
"LibSrch_14"	26	9.772	0.38	133807	"000150-86-7"	52
"LibSrch_14"	27	9.98	0.22	133803	"000150-86-7"	47
"LibSrch_14"	28	10.084	1.31	133810	"000505-32-8"	43
"LibSrch_14"	29	10.172	1.03	111906	"1000130-81-4"	14
"LibSrch_14"	30	10.341	0.21	51063	"095383-63-4"	11
"LibSrch_14"	31	10.397	0.19	154107	"038775-38-1"	10
"LibSrch_14"	32	10.493	1.02	100807	"028561-69-5"	55
"LibSrch_14"	33	10.573	1.09	101138	"111195-66-5"	42
"LibSrch_14"	34	10.725	0.97	100927	"199918-71-3"	38
"LibSrch_14"	35	11.15	0.15	126238	"031262-37-0"	30
"LibSrch_14"	36	11.543	0.36	126296	"1000326-82-8"	30
"LibSrch_14"	37	11.856	0.29	126339	"006673-73-0"	30
"LibSrch_14"	38	12.088	0.14	96915	"097994-57-5"	14
"LibSrch_14"	39	12.433	0.16	91217	"013102-34-6"	12
"LibSrch_14"	40	13.274	0.3	124195	"111205-74-4"	11
"LibSrch_14"	41	13.571	0.22	137607	"054346-15-5"	15
"LibSrch_14"	42	13.723	0.43	137235	"303758-93-2"	14
"LibSrch_14"	43	14.356	0.29	137706	"1000195-87-7"	10
"LibSrch_14"	44	14.797	0.22	149050	"041298-29-7"	38
"LibSrch_14"	45	15.182	0.39	149061	"003513-69-7"	20
"LibSrch_14"	46	15.463	0.18	16036	"033403-97-3"	14
"LibSrch_14"	47	15.663	0.15	147594	"001235-74-1"	95
"LibSrch_14"	48	15.711	0.31	147597	"001235-74-1"	93
"LibSrch_14"	49	15.959	0.52	147596	"001235-74-1"	70
"LibSrch_15"	1	4.778	0.38	15515	"007785-70-8"	81
"LibSrch_15"	2	5.187	0.38	15615	"003338-55-4"	80
"LibSrch_15"	3	5.275	1.86	15514	"007785-26-4"	74
"LibSrch_15"	4	5.556	0.6	15655	"000099-84-3"	93
"LibSrch_15"	5	5.756	1.36	15718	"005794-04-7"	64
"LibSrch_15"	6	5.804	2.16	15704	"003387-41-5"	59
"LibSrch_15"	7	6.293	0.87	15517	"007785-70-8"	94
"LibSrch_15"	8	7.495	70.7	15707	"002437-95-8"	93
"LibSrch_15"	9	7.976	3.29	15655	"000099-84-3"	91
"LibSrch_15"	10	8.441	0.62	15645	"004889-83-2"	83
"LibSrch_15"	11	8.69	0.34	15480	"013466-78-9"	81
"LibSrch_15"	12	8.754	0.57	15570	"013877-91-3"	68
"LibSrch_15"	13	9.05	2.06	15493	"005989-27-5"	91
"LibSrch_15"	14	9.227	0.15	15690	"005989-54-8"	87
"LibSrch_15"	15	9.299	0.58	15483	"000138-86-3"	70
"LibSrch_15"	16	9.355	0.35	15491	"005989-27-5"	76
"LibSrch_15"	17	9.451	0.38	15692	"001461-27-4"	64
"LibSrch_15"	18	9.507	0.56	15690	"005989-54-8"	62
"LibSrch_15"	19	9.539	0.46	15665	"000586-62-9"	95
"LibSrch_15"	20	9.627	1.48	15688	"000099-86-5"	94
"LibSrch_15"	21	9.667	4.3	15653	"000554-61-0"	91
"LibSrch_15"	22	9.748	0.34	16250	"000099-89-8"	97
"LibSrch_15"	23	10.076	2.19	16258	"000618-45-1"	94
"LibSrch_15"	24	10.397	0.2	16256	"000099-89-8"	91
"LibSrch_15"	25	10.477	0.37	56372	"092618-89-8"	96
"LibSrch_15"	26	10.581	0.48	56274	"000076-49-3"	93
"LibSrch_15"	27	10.814	0.18	56390	"005655-61-8"	78
"LibSrch_15"	28	12.641	0.21	62286	"017699-14-8"	95
"LibSrch_15"	29	13.274	0.36	62283	"017699-14-8"	93
"LibSrch_15"	30	13.571	0.38	62285	"017699-14-8"	90
"LibSrch_15"	31	13.739	0.16	62244	"003856-25-5"	91
"LibSrch_15"	32	15.174	0.44	62283	"017699-14-8"	91
"LibSrch_15"	33	15.647	0.17	62286	"017699-14-8"	87
"LibSrch_15"	34	15.703	0.65	62563	"013744-15-5"	97
"LibSrch_15"	35	15.815	0.22	62379	"150320-52-8"	91
"LibSrch_15"	36	15.959	0.2	62330	"054324-03-7"	91
"LibSrch_15"	1	4.778	0.38	62261	"000087-44-5"	99
"LibSrch_15"	2	5.187	0.38	62264	"000087-44-5"	60
"LibSrch_15"	3	5.275	1.86	41505	"1000221-84-9"	55
"LibSrch_15"	4	5.556	0.6	62441	"000483-76-1"	62
"LibSrch_15"	5	5.756	1.36	51747	"051407-46-6"	50
"LibSrch_15"	6	5.804	2.16	31185	"018592-12-6"	46
"LibSrch_15"	7	6.293	0.87	56361	"004821-04-9"	59
"LibSrch_15"	8	7.495	70.7	15612	"003338-55-4"	58
"LibSrch_15"	9	7.976	3.29	62416	"000495-60-3"	55
"LibSrch_15"	10	8.441	0.62	62244	"003856-25-5"	95
"LibSrch_15"	11	8.69	0.34	62439	"000483-76-1"	91
"LibSrch_15"	12	8.754	0.57	62441	"000483-76-1"	91
"LibSrch_15"	13	9.05	2.06	62563	"013744-15-5"	95
"LibSrch_15"	14	9.227	0.15	62562	"013744-15-5"	94
"LibSrch_15"	15	9.299	0.58	62285	"017699-14-8"	64
"LibSrch_15"	16	9.355	0.35	62470	"031983-22-9"	98
"LibSrch_15"	17	9.451	0.38	62525	"030021-74-0"	94
"LibSrch_15"	18	9.507	0.56	62258	"041702-63-0"	94
"LibSrch_15"	19	9.539	0.46	62563	"013744-15-5"	83
"LibSrch_15"	20	9.627	1.48	62379	"150320-52-8"	83
"LibSrch_15"	21	9.667	4.3	62531	"051898-92-1"	58
"LibSrch_15"	22	9.748	0.34	62440	"000483-76-1"	93
"LibSrch_15"	23	10.076	2.19	62497	"000523-47-7"	90
"LibSrch_15"	24	10.397	0.2	62438	"000483-76-1"	90
"LibSrch_15"	25	10.477	0.37	62445	"005951-67-7"	70
"LibSrch_15"	26	10.581	0.48	62525	"030021-74-0"	64
"LibSrch_15"	27	10.814	0.18	62330	"054324-03-7"	60
"LibSrch_15"	28	12.641	0.21	62407	"016728-99-7"	81
"LibSrch_15"	29	13.274	0.36	62366	"005989-08-2"	53
"LibSrch_15"	30	13.571	0.38	62408	"016728-99-7"	43
"LibSrch_15"	31	13.739	0.16	76518	"072120-50-4"	46
"LibSrch_15"	32	15.174	0.44	76464	"1000150-05-1"	35
"LibSrch_15"	33	15.647	0.17	15568	"036638-38-7"	30
"LibSrch_15"	34	15.703	0.65	62408	"016728-99-7"	78
"LibSrch_15"	35	15.815	0.22	62407	"016728-99-7"	60
"LibSrch_15"	36	15.959	0.2	62369	"005989-08-2"	49
"LibSrch_15"	1	4.778	0.38	62525	"030021-74-0"	87
"LibSrch_15"	2	5.187	0.38	62440	"000483-76-1"	87
"LibSrch_15"	3	5.275	1.86	76470	"005937-11-1"	86
"LibSrch_15"	4	5.556	0.6	62280	"339154-91-5"	45
"LibSrch_15"	5	5.756	1.36	62548	"000489-40-7"	35
"LibSrch_15"	6	5.804	2.16	62515	"087064-18-4"	35
"LibSrch_15"	7	6.293	0.87	149062	"019402-34-7"	93
"LibSrch_15"	8	7.495	70.7	149069	"003310-97-2"	41
"LibSrch_15"	9	7.976	3.29	62217	"148323-04-0"	38
"LibSrch_15"	10	8.441	0.62	100482	"004520-29-0"	16
"LibSrch_15"	11	8.69	0.34	101138	"111195-66-5"	15
"LibSrch_15"	12	8.754	0.57	89297	"022516-78-5"	10
"LibSrch_15"	13	9.05	2.06	115359	"055255-51-1"	68
"LibSrch_15"	14	9.227	0.15	114583	"1000283-81-2"	53
"LibSrch_15"	15	9.299	0.58	103445	"029096-51-3"	43
"LibSrch_15"	16	9.355	0.35	26250	"004441-58-1"	47
"LibSrch_15"	17	9.451	0.38	65726	"054934-96-2"	35
"LibSrch_15"	18	9.507	0.56	54881	"006305-52-8"	35
"LibSrch_15"	19	9.539	0.46	133804	"000150-86-7"	40
"LibSrch_15"	20	9.627	1.48	165426	"1000309-24-3"	27
"LibSrch_15"	21	9.667	4.3	47484	"000112-54-9"	27
"LibSrch_15"	22	9.748	0.34	114356	"1000111-31-3"	38
"LibSrch_15"	23	10.076	2.19	126339	"006673-73-0"	38
"LibSrch_15"	24	10.397	0.2	126165	"1000283-53-7"	38
"LibSrch_15"	25	10.477	0.37	149068	"001686-62-0"	12
"LibSrch_15"	26	10.581	0.48	149018	"1000196-50-8"	12
"LibSrch_15"	27	10.814	0.18	102876	"301643-35-6"	11
"LibSrch_15"	28	12.641	0.21	149053	"033892-22-7"	35
"LibSrch_15"	29	13.274	0.36	29203	"024139-33-1"	35
"LibSrch_15"	30	13.571	0.38	21348	"094400-10-9"	30
"LibSrch_15"	31	13.739	0.16	13812	"016096-32-5"	43
"LibSrch_15"	32	15.174	0.44	13825	"000095-20-5"	43
"LibSrch_15"	33	15.647	0.17	13815	"000083-34-1"	43
"LibSrch_15"	34	15.703	0.65	147596	"001235-74-1"	62
"LibSrch_15"	35	15.815	0.22	187463	"1000300-28-9"	53
"LibSrch_15"	36	15.959	0.2	101168	"122531-52-6"	50
"LibSrch_16"	1	4.77	0.28	15707	"002437-95-8"	83
"LibSrch_16"	2	4.874	0.18	15517	"007785-70-8"	64
"LibSrch_16"	3	4.987	0.32	15511	"000080-56-8"	64
"LibSrch_16"	4	5.059	0.22	15517	"007785-70-8"	60
"LibSrch_16"	5	5.275	1.2	15545	"005208-50-4"	46
"LibSrch_16"	6	5.347	1.03	15645	"004889-83-2"	46
"LibSrch_16"	7	5.556	0.72	15481	"000079-92-5"	91
"LibSrch_16"	8	5.756	0.23	15718	"005794-04-7"	91
"LibSrch_16"	9	5.796	0.69	15666	"000586-63-0"	81
"LibSrch_16"	10	7.495	67.68	15489	"000079-92-5"	38
"LibSrch_16"	11	7.976	4.33	15481	"000079-92-5"	38
"LibSrch_16"	12	8.441	0.33	15718	"005794-04-7"	38
"LibSrch_16"	13	8.69	0.38	15517	"007785-70-8"	94
"LibSrch_16"	14	8.754	0.55	15655	"000099-84-3"	91
"LibSrch_16"	15	9.05	5.15	15707	"002437-95-8"	91
"LibSrch_16"	16	9.299	0.68	15500	"000127-91-3"	95
"LibSrch_16"	17	9.355	0.25	15517	"007785-70-8"	94
"LibSrch_16"	18	9.451	0.9	15704	"003387-41-5"	91
"LibSrch_16"	19	9.507	0.52	15653	"000554-61-0"	90
"LibSrch_16"	20	9.539	0.39	15686	"000099-85-4"	87
"LibSrch_16"	21	9.627	2.13	15645	"004889-83-2"	87
"LibSrch_16"	22	9.668	3.12	15494	"005989-27-5"	83
"LibSrch_16"	23	9.772	0.35	15482	"000138-86-3"	83
"LibSrch_16"	24	10.084	3.61	15493	"005989-27-5"	83
"LibSrch_16"	25	10.165	0.16	15678	"000099-85-4"	87
"LibSrch_16"	26	10.397	0.23	15705	"028634-89-1"	81
"LibSrch_16"	27	10.493	0.76	15668	"000499-97-8"	76
"LibSrch_16"	28	10.573	0.77	16250	"000099-89-8"	97
"LibSrch_16"	29	10.718	1.72	16258	"000618-45-1"	94
"LibSrch_16"	30	12.401	0.19	16256	"000099-89-8"	91
"LibSrch_16"	31	13.274	0.14	56372	"092618-89-8"	96
"LibSrch_16"	32	14.669	0.25	56274	"000076-49-3"	94
"LibSrch_16"	33	15.182	0.28	56390	"005655-61-8"	94
"LibSrch_16"	34	15.703	0.25	62283	"017699-14-8"	93
"LibSrch_16"	1	4.77	0.28	62285	"017699-14-8"	91
"LibSrch_16"	2	4.874	0.18	62286	"017699-14-8"	91
"LibSrch_16"	3	4.987	0.32	62244	"003856-25-5"	90
"LibSrch_16"	4	5.059	0.22	62285	"017699-14-8"	90
"LibSrch_16"	5	5.275	1.2	62286	"017699-14-8"	86
"LibSrch_16"	6	5.347	1.03	62563	"013744-15-5"	96
"LibSrch_16"	7	5.556	0.72	62285	"017699-14-8"	89
"LibSrch_16"	8	5.756	0.23	62423	"023986-74-5"	89
"LibSrch_16"	9	5.796	0.69	62261	"000087-44-5"	98
"LibSrch_16"	10	7.495	67.68	62432	"000118-65-0"	93
"LibSrch_16"	11	7.976	4.33	62263	"000087-44-5"	68
"LibSrch_16"	12	8.441	0.33	62361	"1000062-61-9"	98
"LibSrch_16"	13	8.69	0.38	62312	"006753-98-6"	97
"LibSrch_16"	14	8.754	0.55	62311	"006753-98-6"	96
"LibSrch_16"	15	9.05	5.15	62421	"023986-74-5"	89
"LibSrch_16"	16	9.299	0.68	62441	"000483-76-1"	68
"LibSrch_16"	17	9.355	0.25	62330	"054324-03-7"	64
"LibSrch_16"	18	9.451	0.9	62421	"023986-74-5"	99
"LibSrch_16"	19	9.507	0.52	62563	"013744-15-5"	97
"LibSrch_16"	20	9.539	0.39	62415	"000483-75-0"	78
"LibSrch_16"	21	9.627	2.13	62470	"031983-22-9"	99
"LibSrch_16"	22	9.668	3.12	62293	"1000156-12-4"	89
"LibSrch_16"	23	9.772	0.35	62291	"010208-80-7"	89
"LibSrch_16"	24	10.084	3.61	62379	"150320-52-8"	91
"LibSrch_16"	25	10.165	0.16	62563	"013744-15-5"	60
"LibSrch_16"	26	10.397	0.23	62555	"017334-55-3"	53
"LibSrch_16"	27	10.493	0.76	62439	"000483-76-1"	98
"LibSrch_16"	28	10.573	0.77	62440	"000483-76-1"	90
"LibSrch_16"	29	10.718	1.72	62438	"000483-76-1"	90
"LibSrch_16"	30	12.401	0.19	62528	"030021-74-0"	87
"LibSrch_16"	31	13.274	0.14	62438	"000483-76-1"	70
"LibSrch_16"	32	14.669	0.25	62246	"003856-25-5"	70
"LibSrch_16"	33	15.182	0.28	62530	"030021-74-0"	93
"LibSrch_16"	34	15.703	0.25	62528	"030021-74-0"	93
"LibSrch_16"	1	4.77	0.28	62291	"010208-80-7"	70
"LibSrch_16"	2	4.874	0.18	62249	"1000156-10-8"	74
"LibSrch_16"	3	4.987	0.32	62528	"030021-74-0"	62
"LibSrch_16"	4	5.059	0.22	62415	"000483-75-0"	60
"LibSrch_16"	5	5.275	1.2	33103	"056362-87-9"	43
"LibSrch_16"	6	5.347	1.03	33022	"021841-29-2"	38
"LibSrch_16"	7	5.556	0.72	5357	"006708-14-1"	37
"LibSrch_16"	8	5.756	0.23	31221	"004919-15-7"	55
"LibSrch_16"	9	5.796	0.69	31232	"000086-95-3"	49
"LibSrch_16"	10	7.495	67.68	62452	"000515-17-3"	43
"LibSrch_16"	11	7.976	4.33	62244	"003856-25-5"	90
"LibSrch_16"	12	8.441	0.33	62528	"030021-74-0"	86
"LibSrch_16"	13	8.69	0.38	62415	"000483-75-0"	86
"LibSrch_16"	14	8.754	0.55	76472	"000481-34-5"	49
"LibSrch_16"	15	9.05	5.15	76347	"1000189-14-9"	41
"LibSrch_16"	16	9.299	0.68	33011	"055103-73-6"	41
"LibSrch_16"	17	9.355	0.25	62304	"1000159-39-0"	72
"LibSrch_16"	18	9.451	0.9	62532	"020071-49-2"	59
"LibSrch_16"	19	9.507	0.52	62549	"000489-40-7"	58
"LibSrch_16"	20	9.539	0.39	122275	"090146-85-3"	37
"LibSrch_16"	21	9.627	2.13	3215	"001757-42-2"	27
"LibSrch_16"	22	9.668	3.12	3038	"000930-52-9"	27
"LibSrch_16"	23	9.772	0.35	115466	"000511-02-4"	76
"LibSrch_16"	24	10.084	3.61	115468	"001686-67-5"	53
"LibSrch_16"	25	10.165	0.16	103193	"022353-70-4"	46
"LibSrch_16"	26	10.397	0.23	198700	"007683-64-9"	58
"LibSrch_16"	27	10.493	0.76	198717	"000111-02-4"	58
"LibSrch_16"	28	10.573	0.77	198715	"000111-02-4"	52
"LibSrch_16"	29	10.718	1.72	126238	"031262-37-0"	27
"LibSrch_16"	30	12.401	0.19	126339	"006673-73-0"	22
"LibSrch_16"	31	13.274	0.14	126308	"023837-99-2"	16
"LibSrch_16"	32	14.669	0.25	149061	"003513-69-7"	35
"LibSrch_16"	33	15.182	0.28	122005	"300862-83-3"	20
"LibSrch_16"	34	15.703	0.25	64555	"1000120-36-6"	18
"LibSrch_17"	1	4.778	0.47	15517	"007785-70-8"	96
"LibSrch_17"	2	4.866	0.42	15507	"000080-56-8"	94
"LibSrch_17"	3	4.986	0.2	15707	"002437-95-8"	94
"LibSrch_17"	4	5.075	0.19	15517	"007785-70-8"	95
"LibSrch_17"	5	5.275	0.69	15707	"002437-95-8"	91
"LibSrch_17"	6	5.339	0.67	15511	"000080-56-8"	87
"LibSrch_17"	7	5.555	0.33	15481	"000079-92-5"	95
"LibSrch_17"	8	5.604	0.35	15489	"000079-92-5"	90
"LibSrch_17"	9	5.796	0.33	15605	"029548-02-5"	70
"LibSrch_17"	10	6.742	4.37	15481	"000079-92-5"	50
"LibSrch_17"	11	7.511	77.92	26234	"019898-87-4"	38
"LibSrch_17"	12	7.976	2.44	15707	"002437-95-8"	30
"LibSrch_17"	13	9.05	5.83	15517	"007785-70-8"	93
"LibSrch_17"	14	9.299	0.66	15707	"002437-95-8"	93
"LibSrch_17"	15	9.467	0.54	15655	"000099-84-3"	87
"LibSrch_17"	16	9.587	0.21	15704	"003387-41-5"	93
"LibSrch_17"	17	9.627	0.31	15655	"000099-84-3"	91
"LibSrch_17"	18	10.164	0.35	15517	"007785-70-8"	90
"LibSrch_17"	19	10.725	1.64	15515	"007785-70-8"	90
"LibSrch_17"	20	13.274	0.18	15514	"007785-26-4"	90
"LibSrch_17"	21	14.036	0.22	15480	"013466-78-9"	87
"LibSrch_17"	22	14.34	0.78	15480	"013466-78-9"	91
"LibSrch_17"	23	14.765	0.3	15514	"007785-26-4"	87
"LibSrch_17"	24	15.182	0.24	15515	"007785-70-8"	87
"LibSrch_17"	25	15.647	0.17	15515	"007785-70-8"	80
"LibSrch_17"	26	15.959	0.2	15707	"002437-95-8"	72
"LibSrch_17"	1	4.778	0.47	15663	"000499-97-8"	68
"LibSrch_17"	2	4.866	0.42	10971	"000118-71-8"	90
"LibSrch_17"	3	4.986	0.2	10969	"000118-71-8"	64
"LibSrch_17"	4	5.075	0.19	10970	"000118-71-8"	59
"LibSrch_17"	5	5.275	0.69	16250	"000099-89-8"	95
"LibSrch_17"	6	5.339	0.67	16258	"000618-45-1"	94
"LibSrch_17"	7	5.555	0.33	16256	"000099-89-8"	91
"LibSrch_17"	8	5.604	0.35	56274	"000076-49-3"	97
"LibSrch_17"	9	5.796	0.33	56372	"092618-89-8"	96
"LibSrch_17"	10	6.742	4.37	56390	"005655-61-8"	94
"LibSrch_17"	11	7.511	77.92	62261	"000087-44-5"	96
"LibSrch_17"	12	7.976	2.44	62432	"000118-65-0"	78
"LibSrch_17"	13	9.05	5.83	62378	"242794-76-9"	46
"LibSrch_17"	14	9.299	0.66	62311	"006753-98-6"	98
"LibSrch_17"	15	9.467	0.54	62361	"1000062-61-9"	95
"LibSrch_17"	16	9.587	0.21	62312	"006753-98-6"	89
"LibSrch_17"	17	9.627	0.31	62336	"000717-74-8"	94
"LibSrch_17"	18	10.164	0.35	62451	"000515-17-3"	87
"LibSrch_17"	19	10.725	1.64	62305	"1000151-99-7"	70
"LibSrch_17"	20	13.274	0.18	62555	"017334-55-3"	60
"LibSrch_17"	21	14.036	0.22	62556	"017334-55-3"	46
"LibSrch_17"	22	14.34	0.78	62418	"1000159-38-5"	38
"LibSrch_17"	23	14.765	0.3	62439	"000483-76-1"	93
"LibSrch_17"	24	15.182	0.24	62497	"000523-47-7"	91
"LibSrch_17"	25	15.647	0.17	62440	"000483-76-1"	86
"LibSrch_17"	26	15.959	0.2	33059	"055976-10-8"	49
"LibSrch_17"	1	4.778	0.47	23494	"054274-41-8"	49
"LibSrch_17"	2	4.866	0.42	5345	"001781-78-8"	46
"LibSrch_17"	3	4.986	0.2	62527	"022567-17-5"	72
"LibSrch_17"	4	5.075	0.19	62529	"022567-17-5"	72
"LibSrch_17"	5	5.275	0.69	62483	"017066-67-0"	60
"LibSrch_17"	6	5.339	0.67	114583	"1000283-81-2"	58
"LibSrch_17"	7	5.555	0.33	115165	"076734-29-7"	53
"LibSrch_17"	8	5.604	0.35	115466	"000511-02-4"	50
"LibSrch_17"	9	5.796	0.33	11354	"1000142-17-9"	46
"LibSrch_17"	10	6.742	4.37	11224	"000645-62-5"	38
"LibSrch_17"	11	7.511	77.92	218181	"1000351-81-4"	18
"LibSrch_17"	12	7.976	2.44	203749	"010191-41-0"	93
"LibSrch_17"	13	9.05	5.83	203745	"000059-02-9"	93
"LibSrch_17"	14	9.299	0.66	203744	"000059-02-9"	90
"LibSrch_17"	15	9.467	0.54	33734	"111375-22-5"	9
"LibSrch_17"	16	9.587	0.21	33747	"025623-69-2"	9
"LibSrch_17"	17	9.627	0.31	64808	"054699-42-2"	9
"LibSrch_17"	18	10.164	0.35	126308	"023837-99-2"	53
"LibSrch_17"	19	10.725	1.64	126306	"000514-62-5"	38
"LibSrch_17"	20	13.274	0.18	114246	"1000322-52-8"	22
"LibSrch_17"	21	14.036	0.22	149060	"019907-21-2"	27
"LibSrch_17"	22	14.34	0.78	149018	"1000196-50-8"	25
"LibSrch_17"	23	14.765	0.3	148368	"018406-56-9"	9
"LibSrch_17"	24	15.182	0.24	89376	"074367-40-1"	53
"LibSrch_17"	25	15.647	0.17	89242	"002208-58-4"	47
"LibSrch_17"	26	15.959	0.2	155703	"1000137-91-1"	47
"LibSrch_18"	1	3.993	0.34	1439	"034314-83-5"	9
"LibSrch_18"	2	4.786	0.62	1408	"000107-86-8"	9
"LibSrch_18"	3	4.882	0.51	1348	"054070-74-5"	9
"LibSrch_18"	4	5.195	0.35	15707	"002437-95-8"	87
"LibSrch_18"	5	5.283	2.89	15507	"000080-56-8"	87
"LibSrch_18"	6	5.347	2.33	15511	"000080-56-8"	83
"LibSrch_18"	7	5.564	0.62	15517	"007785-70-8"	50
"LibSrch_18"	8	5.62	0.57	15507	"000080-56-8"	43
"LibSrch_18"	9	5.764	1.88	15515	"007785-70-8"	38
"LibSrch_18"	10	5.804	3.22	15655	"000099-84-3"	49
"LibSrch_18"	11	6.293	1.32	15685	"000099-85-4"	43
"LibSrch_18"	12	7.495	20.99	15527	"000555-10-2"	43
"LibSrch_18"	13	7.976	4.66	15721	"018172-67-3"	97
"LibSrch_18"	14	8.441	0.72	15500	"000127-91-3"	95
"LibSrch_18"	15	8.69	0.72	15704	"003387-41-5"	94
"LibSrch_18"	16	8.754	1.31	15500	"000127-91-3"	94
"LibSrch_18"	17	9.05	12.6	15721	"018172-67-3"	93
